id,message,translated_message,compound_score,sentiment_label,cleaned_text
6212,Pembunuh!!!,Killer!!!,-0.7332,Negative,killer
6213,"Die berlumba. Mana driver kereta 1 lg, lari ka. Mesti cari haram jadah sorang LG tu.","The bus driver is running. Where the driver is running, run.",0.0,Neutral,bus driver running driver running run
6214,Ni mesti OKU,No place.,-0.296,Negative,place
6216,"Dap tolong Cina, minta maaf ye. Jangan harap ye.","Please, please, please forgive me.",0.7906,Positive,please please please forgive
6217,"Kalau betul info ni, bapak tauke judi, anak pembunuh. Mmg keturunan parasit.","If you're right, your father's father is a Jew, the killer's son.",0.0,Neutral,youre right father father jew killer son
6218,Lepas ni ada kad OKU ?,After you got it?,0.0,Neutral,got
6219,Ada kad OKU x?,So what's when the angle x?,0.0,Neutral,whats angle x
6220,OKU ni!!!!,This is not!!!!,0.0,Neutral,
6221,Muka anak ha*am betul… pembunuh,The son of a bitch is right... the killer.,-0.8442,Negative,son bitch right killer
6222,Haramkan je arak,It's forbidden to smoke,-0.4215,Negative,forbidden smoke
6224,OKU ni ..,This is not ..,0.0,Neutral,
6226,UNDI mereka DAPAT BABI,And they're gonna be a dad.,0.0,Neutral,theyre gon na dad
6227,Lokap saja tak boleh bawa keadilan yg telah dibunuh oleh si bodoh no,The record cannot bring justice that the fool has killed.,-0.88,Negative,record bring justice fool killed
6228,"Cina India mesti terlepas punya, kalau tak ada kad OKU mereka usaha cari sampai dapat",China has to go away if there's no code. They're trying to find it.,-0.296,Negative,china go away there code theyre trying find
6229,Fuckxng drive like no brain. How both of them grown up.,Fuckin' drive like no brain.,0.081,Positive,fuckin drive like brain
6230,Tau2 ada kad OKU,Year 2 is OK,0.4466,Positive,year ok
6234,Kes TEMBAK lembu...kes melayu langgar bangsa lain2 berduyun2 CINA India Komen cacimaki... India cina langgar mati melayu semua HILANG... NAMPAK,The heat of the winter... the cold of other nations2 is falling in China India The most common way... India is dying in China to run all the hills...,-0.1531,Negative,heat winter cold nation falling china india common way india dying china run hill
6236,Kuat mkn babi kicap ni tu yg dia tak paham jalan raya dengan litar lumba,The power of the word is that he doesn't understand the way of the universe with the wheels.,0.0,Neutral,power word doesnt understand way universe wheel
6237,Dia ada kad oku ni..,He's got my card.,0.0,Neutral,he got card
6238,Lu cina....lu ada luit & kuasa politik...comfom lu lepas....habis kuat pun....lu di denda rm2000.00...lepas tu....lu blh hidup macam biasa....klu lu melayu islam....lu siap la....,The Chinese people are in a state of political power...comfom unresponsible... and they are in the hands of the people of the country.,0.0,Neutral,chinese people state political powercomfom unresponsible hand people country
6239,"Kafir ini anak tokey judi. Kau ingat senang nak dakwa dia? Bapak dia call anjing belaan dia, setel.","He's a dog's father, a seat.",0.0,Neutral,he dog father seat
6240,Money Is KING maa..Lumrah Dunia,Money Is King Earth..Lumrah World,0.0,Neutral,money king earthlumrah world
6241,Bangsa celaka jangan kita bagi muka...,People are not our faces...,0.0,Neutral,people face
6243,Macam babi bisnes judi boleh hidup dekat negara islam..apa pihak berkuasa buat???? Tak takut Allah ke???,The kind of business that judi can live near the Islamic state... is the government doing???????is not afraid of God???,-0.4164,Negative,kind business judi live near islamic state government doingis afraid god
6244,Kita tengok cina cilake ni kena hukuman ape.. tungguuuuuu..,We're going to hell. We're not going to be punished.,-0.8225,Negative,going hell going punished
6245,Johor? Mesti cina kapir laknat menang atau terlepas punya.. Paling koman pun kena saman je.. Huhuhuhu,You should have a successful or abandoned caper.,0.2023,Positive,successful abandoned caper
6246,Lepas la... Nko ingat apa?,I'm sorry... what do you remember?,-0.0772,Negative,im sorry remember
6247,"Negara Dalul Corrupt, Fraud, Mintak Maap Setel, Forgery n Sakau nie...","Negara Dalul Corruption, Fraud, Mintak Map Setel, Forgery and Sakua...",-0.5859,Negative,negara dalul corruption fraud mintak map setel forgery sakua
6250,Ada kad oku nanti,I'll see you later.,0.0,Neutral,ill see later
6251,Mmg lepas lahh...undang2 mlysia hanya tuk melayu jer,Mmg is missing hahh...,-0.296,Negative,mmg missing hahh
6252,Celaka punya cina….,"Unfortunately, there's China...",-0.34,Negative,unfortunately there china
6253,apa yg nak di harapkan pada undang2 negara pasir bedengung..no money no talk,What is expected of the law2 state of the country of the country of the country of origin?,0.0,Neutral,expected law state country country country origin
6254,"Moral of the story, jgn undi PHDAP. MADANI barua type c","Moral of the story, jgn or PHP. MADANI bara type c",0.0,Neutral,moral story jgn php madani bara type c
6255,bngsa cina pendatang ni,Importer's Chinese version,0.0,Neutral,importer chinese version
6256,Lepas seminggu setel la anak haram ni dari segala pertuduhan.,The child's been under ban for a week from all the charges.,-0.6908,Negative,child ban week charge
6257,"Pegawai tak terima rasuah, kami Melayu tak terima rasuah, siapa boleh mengabaikan undang2?","The innocent officer, we run the innocent. Who can ignore the law?",0.3182,Positive,innocent officer run innocent ignore law
6258,DAPig dan pemimpin elgibiti PKR pasti akan tolong penjenayah macam ni dgn menggunakan lawyer putar belit DAPig macam ular.,The DAPig and the head of the PKR management team will certainly help the perpetrators to use the DAPig-type warhead.,0.4767,Positive,dapig head pkr management team certainly help perpetrator use dapigtype warhead
6259,Kes melayu Terengganu langgar Satu femaly cina mati Anak DIA putus kepala.kenapa kes tu ko melayu diam,"The killer's running the Lord's watch one day, the child die of the DIA.",-0.5994,Negative,killer running lord watch one day child die dia
6260,Kicap & komunis confirm Selamat.,& kommunicator confirm & word:,0.0,Neutral,kommunicator confirm word
6261,Ya wajib disabitkan kesalahan membunuh seperti mana pada tentera tu,"Yes, it is a duty to make a mistake to kill as many as possible in this army.",-0.6597,Negative,yes duty make mistake kill many possible army
6262,IO kes jangan jadi PUKIMAK,Io cases don't be a PUKIMAK,0.0,Neutral,io case dont pukimak
6263,Buat Kerja Dengan Amanah,Do the Work With a Good Name,0.4404,Positive,work good name
6264,"Polis nampak takut dgn cina, knapa eh ?","Police saw fear in China, boy?",-0.4939,Negative,police saw fear china boy
6265,PEMBUNUH!!!!,PUBLICATION!!!!!,0.0,Neutral,publication
6267,Ambil lowyer ja.. bunuh melayu tak jadi masaalah.. nanti akan dapat cad OKU..,Take the lowyer yes... kills not to be time... and then you get a cure.,-0.2023,Negative,take lowyer yes kill time get cure
6268,"Anjing2
akan sentiasa menjaga bagsa pendatang.. jagan risau",The dog will always care for the herd of the visitor.,0.4939,Positive,dog always care herd visitor
6269,Penjara 30 tahun,Prisoner 30 years,-0.5423,Negative,prisoner year
6271,#pembunoh,#I'm sorry,-0.0772,Negative,im sorry
6272,Oo yg kena tampar ke tu.Kes lumba kereta mewah bodoh,And he that is to be feared shall fall into this place: and it shall be a foolish thing for him to run with.,-0.6486,Negative,feared shall fall place shall foolish thing run
6275,Ni mesti ada kad OKU.,There's no place when it's OK.,-0.296,Negative,there place ok
6277,Yg selalu terlepas hukuman..,That's always been passed on to the court.,0.0,Neutral,thats always passed court
6278,-anak2 vvvviip,-ak2 vvvviip,0.0,Neutral,ak vvvviip
6279,-kongsi gelap,- The corner is dark.,0.0,Neutral,corner dark
6280,- cash is king,- cash is king,0.0,Neutral,cash king
6281,- mabuk,- Mabuk,0.0,Neutral,mabuk
6282,-Type c / i,-Type c/ i,0.0,Neutral,type c
6283,Die ade kad oku,The Aid to Reading,0.0,Neutral,aid reading
6284,Mesti ada kad oku....,There's always a cat.,0.0,Neutral,there always cat
6286,Pembunuh !!!!!!!,Killer!!!!!!!!,-0.7556,Negative,killer
6287,4 org terbunuh akibat si celaka ni... Pastikan mereput dlm jel.,4 orgs killed as a result of the cell...,-0.6705,Negative,orgs killed result cell
6289,"NYAWA DIBALAS NYAWA ! NO EXCUSES! This is not about Bangsa, Type, Mana2 mangkok & bahalol yang dah pun menyebabkan kehilangan nyawa orang lain WAJIB MATI ! Anthony Loke Siew Fook ! Oi BUKAK MATA ! Bukan main ko bising pasal benda xpenting ! Ni Tengok bukak mata kau !","This is not about nation, type, Man2 getting a new one that's gonna cost someone else's life! Anthony Locke Siew Fook!",0.0,Neutral,nation type man getting new one thats gon na cost someone elses life anthony locke siew fook
6290,"Tengok muka pun tau ,sial ... !! Melayu kalau tibai cina ,mesti Ade terpaling melayu datang halang !","I'm afraid if you're going to China, you're gonna be the most important one to the world!",0.3367,Positive,im afraid youre going china youre gon na important one world
6291,undang2 zaman madani mmg sial…,command2 time mmg shit...,-0.5574,Negative,command time mmg shit
6292,Pukinak cina byk bnuh mlyu ptut cina ni potomg ic,The Chinese people would be millions of people who are not descendants of them,0.0,Neutral,chinese people would million people descendant
6294,"uish, hensem",tool tip,0.0,Neutral,tool tip
6296,#PEMBUNUH,#BENY,0.0,Neutral,beny
6298,Pru rakyat kena umdaps merosakan orang Islam.,The people of the Umdaps have been destroying the Muslims.,-0.5574,Negative,people umdaps destroying muslim
6299,Umno mesti tarik sokongan pH..di parlimen jgn main wayang,Hope for a date with pH..and the parliament jgn game photo,0.4404,Positive,hope date phand parliament jgn game photo
6300,.last2 umdaps di parlimen...buat apa ..org Johor kena bijak ...umno parti yg dah rosak...umdap parti wak jahid..mesti di singkirkan di Johor jgn di patuk ular 2x,.last2 umdaps in parliament... do what ..org Johor is wise... or a bad party... ...and a party of jahid..will be in the shorts of Johor jgn on 2x floor.,0.6124,Positive,last umdaps parliament org johor wise bad party party jahidwill short johor jgn x floor
6302,Mesti apek ni bt surat OKU.....kes. Settle,I'm usually not writing a letter OKU....kes. Settle,0.0,Neutral,im usually writing letter okukes settle
6303,mesti ada kad OKU,there must be a code OKU,0.0,Neutral,must code oku
6304,Pembunuh...!!!!!,Killer!!!!!!,-0.7556,Negative,killer
6305,Kad oku on the way,Never listen on the way,0.0,Neutral,never listen way
6306,tggu sat dap ondewei backup,tggu sat dap,0.0,Neutral,tggu sat dap
6307,Kalau puak jenis type C ni pasti lepas dan di back up oleh pemimpin BiaDAP,If you have a type C you're gonna be out and back up by the BiaDAP leader,0.0,Neutral,type c youre gon na back biadap leader
6310,Ade kad OKU tak ni?hahahaha…nanti mula la wayang cina..,I'm gonna go see if I can get a picture of it.,0.0,Neutral,im gon na go see get picture
6311,Pasal ape x pelupor je rmai2 smpi mampus ank cina ni,I'm going to go to the x-poopor and I'm going to go to the movies.,0.0,Neutral,im going go xpoopor im going go movie
6312,Ada kad oku ni,There are five times,0.0,Neutral,five time
6313,Anthony loke bodoh ada akan tlong bangsat sekor ni,Anthony's a fool's locker.,0.0,Neutral,anthony fool locker
6315,Emmmmm... Sama lah mcm kes d sini.. bukti dashcam dah ada.. tapi mcm tak jalan ja... Sebab keluarga punca kemalangan org ada pangkat...,Mmm... the same mcm kess d here... the evidence of a... but mcm is not a way... because the family of the brain's missing organ has a set of...,-0.4215,Negative,mmm mcm kess evidence mcm way family brain missing organ set
6316,Simpang renggam tak der balai ker,No misspelt,-0.296,Negative,misspelt
6317,Sampai cina bole jadik taukeh judi,"To the stage, the ball becomes a hole",0.0,Neutral,stage ball becomes hole
6318,"In the end, law also mean business. This is Msia. #F'up","In the end, law also means business.",0.0,Neutral,end law also mean business
6319,nanti ada latuu kad oku..setel,Please wait while the connection is closed.,0.3182,Positive,please wait connection closed
6320,Muka mencabar TU....,You will make your way successful....,0.5859,Positive,make way successful
6321,BBNU baru pegang steering..,BBNU just holding the steering..,0.0,Neutral,bbnu holding steering
6322,Muka nampak mcm tk menyesal ?,You see me sorry?,-0.0772,Negative,see sorry
6323,Cari keluarga dia sampai dapat baru cerita kalau masuk mahkamah nanti lain cerita keluarga Hakim tetap ceria keluarga mangsa tetap derita,Find his family until he can tell you that the court has passed the family story of the judge's family while he's still alive,0.3818,Positive,find family tell court passed family story judge family he still alive
6324,Tangkap je masuk dlm penjara,The trap is a dlm penjara.,-0.3182,Negative,trap dlm penjara
6325,kasi femus budak ni…,but the little femus is...,0.0,Neutral,little femus
6326,Setuju dgn hujahan n pandangan ni..,I agree with my view.,0.3612,Positive,agree view
6328,Like father like son!,Like a father like a son!,0.6476,Positive,like father like son
6329,Betui...tak nak letak harapan tinggai pada phak berkuasa...tunggu Pru 16...Rakyat Akan tentukan Kuasa Rakyat....,More... than hoping to stay on the power station... wait for 16... people will determine the strength of the Rakyat...,0.7414,Positive,hoping stay power station wait people determine strength rakyat
6330,Please make him an example. Maximum penalty please.,Please make him an example. Maximum penalty please.,0.1531,Positive,please make example maximum penalty please
6331,Sial le kau. Ingat jalanraya bapak kau bina ke?,Remember your father's birthday?,0.0,Neutral,remember father birthday
6332,Celaka.,Celeca.,0.0,Neutral,celeca
6333,Sembang la kad OKU on the way..ingat sena g ke nak dapat kad tu suami aku berbulan baru ..mcm mcm proses Kene lalui ..,As soon as the card OKU on the way..remember that year g so that my husband can write it a new month..mcm mcm process Kene passed...,0.0,Neutral,soon card oku wayremember year g husband write new monthmcm mcm process kene passed
6334,mmng wajip digntng lesn memndu,mng failed to read header,-0.5106,Negative,mng failed read header
6335,"Rakayat tengah memerhati, sudah lama rakayat bersabar…","The middle people notice, they've been patient for a long time...",0.0,Neutral,middle people notice theyve patient long time
6336,zaman sekarang tk boleh harap polis..banyak kena suap..kena rakyat yang bertindak,Now it's time for the police to expect a lot of people to act.,0.0,Neutral,time police expect lot people act
6337,Ibu bapa nya pun harus dihukum!!!,Even her parents had to be punished!!,-0.555,Negative,even parent punished
6338,Mesti alasan ada rekord,There are often reasons for a record,0.0,Neutral,often reason record
6339,Pesakit Mental,Mental - health professionals,0.0,Neutral,mental health professional
6340,"Muka chill je budak tu you can be safe with money because with your money you can pay a lawyer and close the case immediately. Remember bro, the world is round, karma will come back to haunt you later.","Muka chill is stupid here you can be safe with money because with your money you can pay a lawyer and close the case immediately. Remember bro, the world is round, karma will come back to meet you later.",-0.2263,Negative,muka chill stupid safe money money pay lawyer close case immediately remember bro world round karma come back meet later
6341,..klau byk duit biasa trlepas takpun pmegang kad oku,..knob would usually be stuck in the back of the eye,-0.25,Negative,knob would usually stuck back eye
6342,Muka mcm xbuat slh..,Muka mcm xboot etc.,0.0,Neutral,muka mcm xboot etc
6343,Ngomong tanpa bukti jelas,Undocumented use,0.0,Neutral,undocumented use
6344,Terlepas ni.... sebab kereta dia ada masalah brek,He's out of the way because he's in trouble with the car.,-0.4019,Negative,he way he trouble car
6345,Last2 oku,Last2 hours,0.0,Neutral,last hour
6346,"What about the lorry that ploughed into a family of 4, killing 3 of them in Melaka few months back???","What about the fear that flew into a family of 4, killing 3 of them in Melaka few months back?????",-0.8611,Negative,fear flew family killing melaka month back
6347,"Lain kali kalau ada org nak belasah jgn dihalang, bagi melancarkan ops jgn rakam","Another time when there's a child's ear is blocked, to run ops jgn's arm",-0.2732,Negative,another time there child ear blocked run ops jgns arm
6348,"Melayu tu langgar kereta ke.bukan dia terbabas langgar tiang lampu d trganu.yg ni langgar kereta terus ,lumba",Run this train down. He's not the only one who's got the light on the train.,0.0,Neutral,run train he one who got light train
6349,money is king,You have no money to purchase.,-0.296,Negative,money purchase
6350,Jenes brbi tonyok,You're just gonna take a ton of tonne.,0.0,Neutral,youre gon na take ton tonne
6351,Tak lama dia jadi oku .perchaya saya,He's soon become my. Trust me.,0.5106,Positive,he soon become trust
6352,Dye igt dye ank raja ke??? Byk mne duit dye ...,I'd rather be king than king.,0.0,Neutral,id rather king king
6353,Pukimak,Reading,0.0,Neutral,reading
6354,main lumba kereta haram dijalan awam dan akhibatkan kematian,The game of the car race is public and death ends,-0.5994,Negative,game car race public death end
6355,Musibat,Musibat,0.0,Neutral,musibat
6356,Mental katanye,Mental disorders,0.0,Neutral,mental disorder
6357,Tetiba ada kad OKU takpun brek x makan. Mslh tenikal. Last2 mkn bertahun NFA. Gitu jelah undang2 rimba di Malaysia.,"There is no OCU card or food x-break. Technically, last2 mkn is an NFS year. The law of the jungle in Malaysia.",-0.296,Negative,ocu card food xbreak technically last mkn nfs year law jungle malaysia
6358,Pasang peguam yg HEBAT menang 50 % peguam punya. Harap warisinta ganti rugi pampasan nyawa,The amount of money that HEBAT has won 50% of its own profit.,0.765,Positive,amount money hebat profit
6359,Ham ka chan,Always Right,0.0,Neutral,always right
6360,"kite tgk je nnt jtuh akta ape ye sekelian..jgn ""dalam siasatan"" smpai ke sudah taupon trus snyp...last2 OKU",This is the version of the gtgk file. Please consider that it is not installed.,0.3182,Positive,version gtgk file please consider installed
6361,"Bi A…. Ba. Bi I… Bi, anjirrr!","Bi A... bi... bi i... bi, angirrrrrr!",0.0,Neutral,bi bi bi bi angirrrrrr
6362,Anak buah Antony like ni...,The boy of Antony likes it...,0.4215,Positive,boy antony like
6363,"Undang2 zaman kerajaan sekarang ni tak meyakinkan lah, tak sama rata, double standards.","The second century of the kingdom now is not sure about that, no rate, no double standards.",-0.3125,Negative,second century kingdom sure rate double standard
6364,settle,setle,0.0,Neutral,setle
6365,Asal dia masih hidup lagi weiii..org lain yg jadi mangsa kematian,"He's still alive again, like another weii.org that's been a time of death.",0.0516,Positive,he still alive like another weiiorg thats time death
6366,Sangat² setuju,Very agreed,0.3384,Positive,agreed
6367,Tengok nanti kerja polis n hakim,Police officers later took the lead in the work,0.0,Neutral,police officer later took lead work
6368,Confirm lepas.,I'll confirm the beauty.,0.5859,Positive,ill confirm beauty
6369,muka tak nampak penyesalan langsung,I can't see the pain right now,0.4023,Positive,cant see pain right
6370,Tgk je la nti..padan tak padan..,Tgk is a little... so falling.,-0.1946,Negative,tgk little falling
6371,Comfirm ad kad oku,Confirm read receipt,0.0,Neutral,confirm read receipt
6372,Sis up post ya tq,Send to tq mail,0.0,Neutral,send tq mail
6373,Mesti adalah masalah mental.,Must be a mental problem.,-0.4019,Negative,must mental problem
6375,Netizen jangan pening2 kerana kerajaan non akan buat satu keadilan untuknya,Do not be envious of those who are good; for the kingdom will not profit you.,0.32,Positive,envious good kingdom profit
6376,"Link video dashcam pls, tq","Link video share pls, tq",0.3612,Positive,link video share pls tq
6377,People like this are a danger to everyone around them.,People like this are a danger to everyone around them.,-0.2263,Negative,people like danger everyone around
6378,"Because of their reckless actions, an innocent family of four lost their lives. If they want to risk their own lives by racing on public roads, that's their choice — but they have no right to drag innocent people into their stupidity.","Because of their reckless actions, an innocent family of four lost their lives. If they want to risk their own lives by racing on public roads, that's their choice — but they have no right to bring innocent people into their stupidity.",-0.6956,Negative,reckless action innocent family four lost life want risk life racing public road thats choice right bring innocent people stupidity
6379,Did they really think they were untouchable?,Did they really think they were uninhibitable?,0.0,Neutral,really think uninhibitable
6380,No one is above the law. They deserve to be prosecuted and punished to the fullest extent. This case should be exposed and discussed widely so that justice can be served for the victims.,No one is above the law. They deserve to be prosecuted and punished to the full extent. This case should be exposed and discussed widely so that justice can be served for the victims.,-0.6929,Negative,one law deserve prosecuted punished full extent case exposed discussed widely justice served victim
6381,"If you cause such a tragedy, you must pay the price.","If you cause such a tragedy, you must pay the price.",-0.7003,Negative,cause tragedy must pay price
6382,Mls nk ckp bile tgk kes lps2,I'm not sure that it's not that bad.,0.2235,Positive,im sure bad
6384,Nanti mest dpt Kad OKU,Then I'll go to dpt KAD,0.0,Neutral,ill go dpt kad
6385,"Tgk muka dua relax je.. dia usha tgk kot bapak dia dh mai ke blm, dia tau bpk dia byk duit, bende blh setel.. undang² blh beli","Tgk page two relaxes is... he's used to being his dad's dad, he knows he's got money, he's selling blh set.",0.3612,Positive,tgk page two relaxes he used dad dad know he got money he selling blh set
6386,Semoga bukit Aman yg handle kes ni,May the Mount of Amman be taken away from you.,0.0,Neutral,may mount amman taken away
6387,Dia ptt masa dpt tu setel sorg sikit. Masuk dlm dia ketawa ja,She's a ptt time dpt here. She's got a pain.,-0.5106,Negative,shes ptt time dpt shes got pain
6388,All bout money in malaysia,All but money in Malaysia,0.0,Neutral,money malaysia
6389,"patut kena maximum hukum. Perangai bodah, dah umur berapa masih tak boleh berfikir waras.","I mean, I don't think I'm gonna think about it any more.",0.0,Neutral,mean dont think im gon na think
6390,tengok cam mana cara merek buat kerja terhadap tokey² org yang banyk duit .. dengan bukti² pon dh cukup lengkap,Click on the camera how to measure the working tokey2 org that's worth money.. with evidence2 pon dh enough complete,0.2263,Positive,click camera measure working tokey org thats worth money evidence pon dh enough complete
6391,"Duit ada semuanya setel, kalau xada duit faham je lah","Money's all set, if you don't understand.",0.0,Neutral,money set dont understand
6392,"Sekali dia ragut 4 nyawa....kurang kurang tali gantung , takpun penjara seumur hidup tampa pengampunan...binatang takde otak mcm ni tak boleh dibiarkan bebas berkeliaran atas jalan raya...bahaya buat pengguna yang lain...","Once he's four lives... he's missing his neck, even though he's been in prison for a lifetime... and he's not allowed to walk freely on the street... dangerous to other users...",-0.6908,Negative,he four life he missing neck even though he prison lifetime he allowed walk freely street dangerous user
6393,Gari Gari Gari... Mcm ustazah khilaf di kawasan Sekolah. Bgi pakai baju oren!!! Ini sengaja,The Gari Gari... Mcm is a school-based teacher.,0.0,Neutral,gari gari mcm schoolbased teacher
6394,Kes ustazah yang x sengaja tertekan minyak laju ..harap kes ni x akan terlepas...bukti banyak ...,The x-ray case is going to be forced to oil.,-0.4588,Negative,xray case going forced oil
6395,Hukum seberat berat hukuman,The law is too heavy to enforce,0.0,Neutral,law heavy enforce
6396,Hanat.,- Yeah.,0.296,Positive,yeah
6397,Dia igt kita heran sgt keta dia laju... kita berak je ats keta dia,He's a great guy because he's a whore... we're gonna go to his office.,-0.0516,Negative,he great guy he whore gon na go office
6398,Org SPG...tlg settle,Organ SPG...tlg set,0.0,Neutral,organ spgtlg set
6399,Ini semua Main Wang jugalah.... Siapa banyak wang boleh menang....,It's all the same.,0.0,Neutral,
6400,"Jiwa org mudah, selagi tidak cecah 250 sejam, belum laju","Easy organic life, no more than 250 hours, no more",-0.128,Negative,easy organic life hour
6401,Mana YB-ii yg lantang bersuara.. Tak dgar lagi ni..,Where the YBs are lying... no longer.,-0.6808,Negative,yb lying longer
6402,yg kaki brlumba atas jalan raya mmg bangsat..kturunan pu ki mak,I'm gonna blow my feet on the road across the country.,0.0,Neutral,im gon na blow foot road across country
6403,Bapak tokey judi sulah bayar lebih meh.. Money is king pulis is anjing king boleh kasi senyap itu anjing loh,The father of a judi is paying better.,0.4404,Positive,father judi paying better
6404,Oku... Done,Read... do,0.0,Neutral,read
6405,Ape yang nak d hairankan pemangku ketua polis johor type c,Ape that d'd surprise my chief of police top type c,0.4404,Positive,ape dd surprise chief police top type c
6406,"Nak kata mcm mana ek.. polis sprm pn dah tak leh pakai dah kut ek.. kalau kes ni diam mcm tu saja.. ingat wahai umat manusia, di dunia anda lepas.. akhirat blm tentu lepas.. arwah akan tuntut pengadilan masa dkt pdg mahsyar","When mcm says that the police sprm pn don't have to use the hard drive... if it's the only thing that's going to happen to people, remember that in your world, the end of the blm is definitely gone.",0.3182,Positive,mcm say police sprm pn dont use hard drive thing thats going happen people remember world end blm definitely gone
6407,Sama sama kita lihat ada integrity ka atau sebalik nya.,Same thing we see is integrity to or vice versa.,0.3818,Positive,thing see integrity vice versa
6408,Al fatihah,Al Fatihah,0.0,Neutral,al fatihah
6409,Hanya tindakan sendiri yg mampu melawan kezaliman,Only actions that can counter the fate,0.0,Neutral,action counter fate
6410,Mesti lepas sebab dia OKU ada penyakit sawan babi dan gila babi,He must be relieved because he's gonna have a kidney disease and a kidney disease.,0.3818,Positive,must relieved he gon na kidney disease kidney disease
6411,The money is a King,The money is a King,0.0,Neutral,money king
6412,Anak taukey judi kan paham² je lah tu nama dia rezeki terpijak jackpot yg ambik kes ni selagi duit yg berkuasa pemakan rasuah terima selagi tu lah org² mati mcm langgar tiang lampu xde bende ..yg xde duit jgn suka2 langgar sekejap je kene 302 titik?,The yupee boy who gets it is the name he's got the most used jackpot for the most time that money has been spent on the wrong food while this is the age of mcm long xde bende..yg xde money jgn is not worth 302 points?,-0.5812,Negative,yupee boy get name he got used jackpot time money spent wrong food age mcm long xde bendeyg xde money jgn worth point
6413,Ade duit ma,I'll get it.,0.0,Neutral,ill get
6414,Little sohai,Small,0.0,Neutral,small
6415,Orang mcm nie penjara seumur hidup,The mcm people don't live in jail.,0.0,Neutral,mcm people dont live jail
6416,"Money is "" KING ""..tgu dan lihat..semoga Allah lindungi Malaysia dari tgn2 yg x adil..","Money is ""King"" and see, so God protects Malaysia from tgn2 yg x justice.",0.828,Positive,money king see god protects malaysia tgn yg x justice
6418,Mohon Tuanku Johor jatuhkn hikuman yg sgt berat utk cina ni,"Please, my Lord, I have broken the commandment which I have commanded you to make with me.",-0.2023,Negative,please lord broken commandment commanded make
6419,Kenapa bukan dia sendiri yg mampus ya.. Org pukul pun alang2.,Why isn't he the one who's gonna push it... or the other one?,0.0,Neutral,isnt one who gon na push one
6421,Cable2… settle..,Cable2... set..,0.0,Neutral,cable set
6422,Jangan ada rasuah ja benda ni baru ikut jalan yang betul salah tetap salah jangan buat macam2 helah pula ini betul2salah besar berlumba atas jalan raya,There shall be no transgression nor new way: but the right way shall be left.,-0.1531,Negative,shall transgression new way right way shall left
6423,Semakin hari Allah swt nak tunjuk KERAJAAN kita ni berlaku adil atau tidak,"The day of God is near, and it is near, whether it be righteous in the sight of God to do it or not.",0.4939,Positive,day god near near whether righteous sight god
6424,dh tukar baju?,- What?,0.0,Neutral,
6425,Anak geng Anthony loke tengok lah nanti bapa budak tu tel Anthony,The boy Anthony was born when his father told him,0.0,Neutral,boy anthony born father told
6426,Dun dah bubar...polis boleh buat siasatan telus.,The news officer could make the police a whole bunch of demons.,0.0,Neutral,news officer could make police whole bunch demon
6427,Kecik2 tak nak mampos dah besar menyusahkan org,Little two can't be too big to hurt the organ.,-0.5267,Negative,little two cant big hurt organ
6428,Setuju sangat,- I agree.,0.3612,Positive,agree
6429,"Kad sakit mentel , Tampoi , Johor on the way.","And mental illness, Tampoi, Johor on the way.",-0.4019,Negative,mental illness tampoi johor way
6430,Jangan lepaskan dia. Pembunuhan.,Don't let him go.,0.0,Neutral,dont let go
6431,"Gerenti lepas punye, kad OKU dah siap kat party",The manager agreed that the party should be prepared,0.6908,Positive,manager agreed party prepared
6432,Lahanat,Lahanat,0.0,Neutral,lahanat
6433,Berak ketu,Get here.,0.0,Neutral,get
6435,Tapi biasa lah ayah ada duit semua kowtim.malaysia boleh mah.tengok politician kita berapa ratus juta ambik pun boleh lagi hujung Minggu makan sarapan pagi kat cafe lagi.apa boleh buat kita rakyat biasa tengok dan lihat saja lor.kalau tak salah i tengok dia kan lepas denda saja kerana dia bokeh cakap dia lumba saja tapi tak buat apa accident jeluar.yang buat accident tu abang dia dah menjnggal.itu yang I dapat agak aje lah.lepas tu dia akan keluar negara sembunyi beberapa tahun baru balik then selamat lor.lepas ni mungkin dah tak ada apa news daripada dia dah kerana semua kena tutup dibicara.mungkin polis akan cakap macam ni lah.bapak bagi 1 million Siapa tak nak.,But it's common for Dad to have money all cowts.Malaysia can be.We can't even get our policy hundreds of millions of miles on Sundays to eat coffee breakfast again.Can we make people feel tired and look at the clock.If it's not wrong to let him go because he's a kid but doesn't do any other accident that his brother's gone away.,-0.6877,Negative,common dad money cowtsmalaysia bewe cant even get policy hundred million mile sunday eat coffee breakfast againcan make people feel tired look clockif wrong let go he kid doesnt accident brother gone away
6436,very sample money is everything,Very sample money is everything,0.0,Neutral,sample money everything
6437,Lepas ni ada sijil OKU pulak la,We have a long - term view,0.0,Neutral,long term view
6438,Kalao type M memang ramai type C kecam.,Type M is a lot of C types of trouble.,-0.4019,Negative,type lot c type trouble
6439,Sekarang?,Now?,0.0,Neutral,
6440,Geng anthony lokeee ni..comfirm lepas punya..ckp Ada kad Oku,Get anthony lokeee..compfirm without having..ckp There are many Ou,0.0,Neutral,get anthony lokeeecompfirm without havingckp many ou
6442,Ala org kaya nak buat macam mane igt satu je nanti pru jngn la bagi puak2 ni jadi kerajaan ok,Or it's like making a kind of thing that one is then a pun for a man who becomes a government.,0.3612,Positive,like making kind thing one pun man becomes government
